"","carat","cut","color","clarity","depth","table","price","x","y","z"
"1744",0.91,"Very Good","E","SI2",62.8,61,3703,6.07,6.09,3.82
"1745",0.68,"Very Good","F","VS1",59.7,57,2922,5.79,5.76,3.45
"1746",0.9,"Premium","E","SI2",62.2,60,3662,6.15,6.19,3.84
"1747",0.74,"Ideal","D","VS2",61.1,54,3177,5.86,5.89,3.59
"1748",0.7,"Good","H","VVS2",62.1,64,2767,5.62,5.65,3.5
"1749",0.71,"Ideal","D","SI1",60.2,56,2822,5.86,5.83,3.52
"1750",0.7,"Premium","E","VS1",62.2,58,2800,5.6,5.66,3.5
"1751",0.32,"Premium","G","VS2",61.1,58,561,4.42,4.45,2.71
"1752",0.9,"Good","I","VS2",63.7,61,3303,6.06,6.1,3.87
"1753",1,"Ideal","I","SI1",58.5,55,3472,6.47,6.42,3.77
"1754",0.34,"Good","E","SI1",63.5,55,556,4.44,4.47,2.83
"1755",0.75,"Ideal","E","SI1",61.4,56,3419,5.83,5.89,3.6
"1756",0.32,"Ideal","I","VVS2",61.5,56,561,4.4,4.42,2.71
"1757",0.9,"Very Good","H","SI1",63,58,3643,6.13,6.18,3.88
"1758",0.9,"Good","H","SI1",59,62,3577,6.23,6.27,3.69
"1759",0.75,"Ideal","E","SI1",60.8,56,3045,5.91,5.89,3.59
"1760",0.71,"Very Good","F","SI2",61.4,56,3075,5.71,5.73,3.51
"1761",0.9,"Premium","I","VS2",62.4,58,3539,6.16,6.22,3.86
"1762",0.78,"Ideal","I","VS1",60.7,56,3105,5.97,6.03,3.64
"1763",0.9,"Fair","G","SI2",55.9,62,3104,6.35,6.42,3.57
"1764",0.73,"Ideal","E","SI2",61.5,55,2896,5.82,5.86,3.59
"1765",0.71,"Ideal","E","VS1",62.2,57,3081,5.74,5.7,3.56
"1766",0.3,"Ideal","F","VS1",61.7,56,570,4.32,4.34,2.67
"1767",0.74,"Good","E","VS1",63.1,58,2824,5.73,5.75,3.62
"1768",1,"Fair","J","SI1",65.3,57,3175,6.33,6.12,4.08
"1769",0.31,"Ideal","I","VVS1",62.7,53,557,4.33,4.35,2.72
"1770",0.79,"Ideal","D","SI1",61.2,56,3242,5.95,6.02,3.66
"1771",0.83,"Good","G","VS2",63.7,60.9,3195,5.84,5.92,3.75
"1772",0.93,"Very Good","G","SI2",60.8,62,3644,6.29,6.34,3.84
"1773",1,"Fair","F","SI1",66.7,57,3669,6.07,5.99,4.02
"1774",0.31,"Good","D","SI1",63.5,56,571,4.29,4.31,2.73
"1775",1.01,"Premium","I","SI2",61.6,59,3411,6.4,6.35,3.93
"1776",0.91,"Very Good","J","VS2",61,58,3258,6.22,6.3,3.82
"1777",0.91,"Premium","F","SI1",62.6,56,3618,6.18,6.13,3.85
"1778",0.75,"Very Good","D","SI1",63.2,56,2760,5.8,5.75,3.65
"1779",0.9,"Good","F","SI1",58,58,3699,6.24,6.28,3.63
"1780",0.91,"Very Good","E","SI2",58.6,63,2963,6.38,6.32,3.72
"1781",0.97,"Ideal","F","SI2",62.4,55,3569,6.38,6.34,3.97
"1782",0.8,"Ideal","H","VS1",62.6,55,3296,5.9,5.93,3.7
"1783",0.31,"Good","D","SI1",63.5,57,571,4.28,4.32,2.73
"1784",1.14,"Good","I","SI1",63.9,58,3639,6.64,6.6,4.23
"1785",0.71,"Ideal","F","SI1",60.7,56,2770,5.77,5.8,3.51
"1786",0.72,"Very Good","F","VS2",63.6,58,2787,5.66,5.69,3.61
"1787",0.71,"Premium","D","VS2",62.5,60,2770,5.65,5.61,3.52
"1788",0.91,"Ideal","E","SI2",61.8,53,3723,6.22,6.3,3.87
"1789",0.9,"Good","E","SI1",63.5,55,3570,6.12,6.22,3.92
"1790",1.01,"Premium","G","I1",61.1,61,3014,6.49,6.35,3.92
"1791",0.31,"Good","H","SI1",64,54,402,4.29,4.31,2.75
"1792",0.71,"Very Good","F","VS2",63,54,3323,5.7,5.72,3.6
"1793",0.71,"Premium","E","SI1",59.1,61,2863,5.84,5.8,3.44
"1794",0.88,"Ideal","E","SI2",62.2,57,3329,6.08,6.2,3.82
"1795",0.7,"Good","H","VVS1",62.7,56,2877,5.6,5.66,3.53
"1796",0.91,"Premium","H","SI1",62.2,60,3669,6.22,6.16,3.85
"1797",0.7,"Premium","F","VVS1",61.9,59,3109,5.67,5.6,3.49
"1798",0.3,"Very Good","H","VVS2",62,56,559,4.28,4.3,2.66
"1799",0.8,"Ideal","I","VS1",61.9,54.1,2986,5.92,5.98,3.69
"1800",0.71,"Ideal","F","SI1",62.5,55,2788,5.71,5.65,3.55
"1801",0.83,"Premium","F","VS2",61.9,58,3408,6.05,6.01,3.73
"1802",0.78,"Ideal","F","VS2",62.3,56,3531,5.91,5.88,3.67
"1803",0.51,"Very Good","E","IF",63.3,58,2925,5.03,5.08,3.2
"1804",0.91,"Very Good","J","VS1",63.5,55,3082,6.22,6.12,3.92
"1805",1,"Ideal","H","I1",61.3,57,3136,6.44,6.41,3.94
"1806",0.87,"Very Good","I","SI1",63.6,55.8,2791,6.07,6.1,3.87
"1807",0.53,"Ideal","F","VVS1",61.4,57,2834,5.2,5.23,3.2
"1808",1,"Ideal","H","I1",61.3,57,3080,6.41,6.44,3.94
"1809",0.77,"Very Good","E","SI2",60.4,58,3002,5.91,5.95,3.58
"1810",0.9,"Premium","I","VS2",61.9,59,2857,6.2,6.14,3.82
"1811",0.9,"Good","G","SI1",65,57,3615,5.96,6.01,3.89
"1812",0.7,"Very Good","F","SI1",61.9,58,2900,5.71,5.72,3.54
"1813",1,"Premium","E","SI2",59.9,55,3612,6.48,6.4,3.86
"1814",0.8,"Very Good","G","VS2",61.1,57,2929,6.01,6.07,3.69
"1815",1.01,"Very Good","H","SI2",63.4,57,3592,6.39,6.32,4.03
"1816",0.72,"Ideal","D","VS1",62.3,54,3622,5.74,5.79,3.59
"1817",0.53,"Ideal","E","VVS1",61.8,55,3084,5.19,5.24,3.22
"1818",0.9,"Good","D","VS2",57.9,62,3604,6.33,6.24,3.64
"1819",0.7,"Ideal","G","VS1",60.6,57,3384,5.73,5.79,3.5
"1820",1.01,"Good","J","VS2",62.8,58,3655,6.3,6.35,3.97
"1821",0.72,"Ideal","H","VS1",60.7,55,3274,5.83,5.85,3.54
"1822",0.9,"Very Good","E","SI2",61,59,3584,6.14,6.18,3.76
"1823",1,"Premium","J","VS2",60.7,61,3685,6.5,6.41,3.92
"1824",0.9,"Premium","J","VS1",62.3,56,3175,6.23,6.19,3.87
"1825",0.9,"Very Good","F","SI2",61.1,54,3519,6.27,6.29,3.84
"1826",1,"Premium","G","SI1",60.1,61,3634,6.44,6.4,3.86
"1827",0.9,"Fair","D","SI2",64.9,57,3473,6.03,5.98,3.9
"1828",0.58,"Ideal","G","VVS1",61.5,55,2772,5.39,5.44,3.33
"1829",0.71,"Very Good","F","VVS2",62,56,3612,5.71,5.74,3.55
"1830",0.9,"Very Good","I","SI1",62.6,58,3220,6.08,6.15,3.83
"1831",0.9,"Premium","E","SI2",62.2,60,3599,6.19,6.15,3.84
"1832",0.91,"Premium","I","VS2",62.4,61,3376,6.18,6.16,3.85
"1833",0.71,"Ideal","G","VS1",61.6,55,3431,5.71,5.75,3.53
"1834",0.8,"Ideal","G","VS2",62.2,56,2834,5.94,5.87,3.67
"1835",0.9,"Premium","D","SI2",61,59,3740,6.18,6.14,3.76
"1836",0.72,"Ideal","G","SI1",61.8,56,3048,5.7,5.76,3.55
"1837",0.7,"Ideal","F","VS1",61.2,54,2940,5.92,5.64,3.54
"1838",0.26,"Very Good","F","VVS1",61.3,58,562,4.13,4.16,2.54
"1839",0.91,"Very Good","G","SI2",61.8,59,3388,6.17,6.23,3.83
"1840",0.9,"Fair","I","SI1",65.8,56,2873,6.01,5.96,3.94
"1841",0.71,"Ideal","G","VS2",61.9,57,2771,5.73,5.77,3.56
"1842",0.4,"Good","H","SI2",63.7,59,561,4.64,4.69,2.97
"1843",0.8,"Ideal","D","SI2",61.9,54,3682,5.98,5.96,3.7
"1844",0.9,"Very Good","H","SI1",63,55,3388,6.12,6.16,3.87
"1845",0.97,"Ideal","F","I1",60.7,56,2856,6.43,6.41,3.9
"1846",1,"Fair","J","VS1",66.6,57,3080,6.07,6.03,4.03
"1847",0.91,"Ideal","I","SI2",61.6,57,3034,6.23,6.24,3.84
"1848",0.31,"Very Good","I","VS2",63.2,55,558,4.4,4.3,2.75
"1849",0.77,"Premium","D","VS1",62.1,57,3644,5.85,5.8,3.62
"1850",0.8,"Very Good","E","SI2",62.5,56,2804,5.88,5.96,3.7
"1851",0.8,"Very Good","H","VS2",62.8,57,2808,5.87,5.91,3.7
"1852",0.91,"Good","G","SI2",63.2,61,3340,6.01,6.27,3.88
"1853",0.71,"Premium","D","VVS2",60,58,3618,5.92,5.84,3.53
"1854",0.7,"Very Good","E","SI1",63.2,60,2777,5.6,5.51,3.51
"1855",0.73,"Ideal","E","SI1",60.6,54,2803,5.84,5.89,3.55
"1856",0.55,"Very Good","D","VVS1",61.5,56,2815,5.23,5.27,3.23
"1857",0.7,"Good","F","VS1",59.4,62,2759,5.71,5.76,3.4
"1858",0.79,"Very Good","F","SI1",62.9,57,3519,5.86,5.94,3.71
"1859",1.04,"Very Good","J","SI2",62.8,57,3459,6.44,6.5,4.06
"1860",0.8,"Very Good","F","SI1",61.6,56,3267,5.96,6,3.68
"1861",0.72,"Ideal","F","SI1",61,55,2920,5.78,5.85,3.55
"1862",0.79,"Ideal","E","SI2",61,57,3390,6,5.95,3.65
"1863",0.7,"Good","E","SI1",61.4,64,2872,5.66,5.71,3.49
"1864",0.36,"Ideal","I","VS1",62.1,57,568,4.54,4.58,2.83
"1865",0.74,"Ideal","F","VS1",62.3,56,3170,5.79,5.76,3.6
"1866",0.71,"Premium","D","VS1",58.1,62,3090,5.89,5.84,3.41
"1867",0.33,"Ideal","I","SI1",62.7,56,572,4.44,4.4,2.77
"1868",0.72,"Premium","F","VVS1",62.8,58,3689,5.75,5.68,3.59
"1869",0.77,"Very Good","D","VS2",61.2,59,3489,5.86,5.91,3.6
"1870",0.36,"Very Good","I","VS1",60.3,60,568,4.58,4.64,2.78
"1871",0.82,"Premium","F","VS1",62.1,56,3513,6.02,5.97,3.72
"1872",0.76,"Very Good","E","SI1",60.4,58,3261,5.91,5.97,3.59
"1873",0.72,"Ideal","H","VVS1",61.8,56,3708,5.75,5.78,3.56
"1874",0.91,"Premium","J","VS2",61.6,58,3058,6.28,6.23,3.85
"1875",0.7,"Very Good","E","VS2",58.9,60,2845,5.83,5.85,3.44
"1876",0.9,"Very Good","I","SI2",61.5,57,3503,6.16,6.19,3.8
"1877",0.91,"Ideal","E","SI2",61.1,58,3723,6.25,6.29,3.83
"1878",0.83,"Premium","E","SI1",60.7,58,3482,6.06,6.09,3.69
"1879",0.73,"Very Good","D","SI1",63.9,57,2841,5.66,5.71,3.63
"1880",0.83,"Ideal","E","SI1",62.7,57,3231,5.96,6.01,3.75
"1881",0.75,"Ideal","H","VVS2",62,55.1,2992,5.83,5.85,3.62
"1882",0.72,"Ideal","E","SI1",60.8,57,3409,5.77,5.8,3.52
"1883",0.72,"Ideal","F","VS2",61.3,55,3495,5.78,5.83,3.56
"1884",0.81,"Very Good","H","VS1",62.5,57,3404,5.94,5.96,3.72
"1885",0.78,"Very Good","E","SI1",60.9,57,3055,5.93,5.97,3.62
"1886",0.7,"Premium","E","VS2",61.4,59,2858,5.73,5.7,3.51
"1887",1.04,"Very Good","H","SI2",62.4,58,3546,6.4,6.49,4.02
"1888",1.05,"Fair","J","SI2",65.8,59,2789,6.41,6.27,4.18
"1889",0.92,"Fair","E","SI1",65.6,57,3407,6.1,6.07,3.99
"1890",0.3,"Very Good","I","VS2",60.7,56,407,4.32,4.34,2.63
"1891",0.9,"Good","E","SI2",61.6,61,3595,6.12,6.16,3.78
"1892",1.13,"Ideal","F","I1",61.2,56,3366,6.76,6.71,4.12
"1893",0.7,"Premium","E","VS1",62.9,60,2782,5.62,5.54,3.51
"1894",0.72,"Very Good","F","VS2",61.6,58,3238,5.75,5.78,3.55
"1895",0.35,"Premium","H","SI2",61.6,58,566,4.54,4.49,2.78
"1896",0.9,"Very Good","F","SI2",60.3,57,3519,6.27,6.34,3.8
"1897",0.76,"Ideal","E","VS2",61.5,59,3497,5.84,5.86,3.6
"1898",0.7,"Very Good","D","SI1",62.5,55,2862,5.67,5.72,3.56
"1899",0.78,"Premium","F","VS2",62.6,58,2874,5.91,5.82,3.67
"1900",0.91,"Premium","F","SI2",61.4,60,3682,6.21,6.23,3.82
"1901",0.58,"Ideal","D","VVS1",62.2,56,3741,5.34,5.36,3.33
"1902",0.9,"Premium","G","SI2",60.4,58,3445,6.25,6.3,3.79
"1903",0.93,"Very Good","I","VS2",63.5,57,3563,6.13,6.21,3.92
"1904",0.72,"Very Good","G","IF",63.3,54,3405,5.64,5.73,3.6
"1905",0.71,"Ideal","F","VS2",61.6,56,3516,5.74,5.77,3.54
"1906",0.34,"Premium","F","SI1",59.3,60,566,4.52,4.58,2.7
"1907",1.02,"Ideal","J","SI2",60.3,54,2879,6.53,6.5,3.93
"1908",0.58,"Ideal","D","VVS1",62.1,55,3732,5.33,5.37,3.32
"1909",0.54,"Premium","D","VVS1",61.4,57.5,3194,5.25,5.28,3.23
"1910",0.7,"Ideal","G","VS1",61.7,56,2972,5.64,5.71,3.5
"1911",1.01,"Premium","F","SI2",61.8,54,3507,6.47,6.42,3.98
"1912",0.77,"Premium","G","VS1",61.4,58,2846,5.94,5.89,3.63
"1913",0.74,"Ideal","G","VS2",62.3,55,2877,5.8,5.83,3.62
"1914",0.73,"Ideal","H","VS2",61,56,3164,5.83,5.88,3.57
"1915",0.76,"Premium","H","VVS2",59.6,57,2792,5.91,5.86,3.51
"1916",1.02,"Premium","J","VS2",58.9,60,3651,6.57,6.53,3.86
"1917",0.79,"Very Good","E","SI2",59.2,59,2941,6.04,6.06,3.58
"1918",0.73,"Very Good","G","VVS2",61.4,58,3288,5.83,5.86,3.59
"1919",0.7,"Very Good","E","VS1",62.5,56,3063,5.64,5.68,3.54
"1920",1.01,"Fair","G","SI1",65.1,57,2993,6.27,6.22,4.07
"1921",0.9,"Good","G","SI2",63.8,56,3246,6.16,6.13,3.92
"1922",0.8,"Very Good","F","VS1",63.8,55,3603,5.84,5.89,3.74
"1923",0.74,"Very Good","E","VS1",63.4,55,3357,5.78,5.76,3.66
"1924",0.9,"Very Good","I","VS2",62.1,61,3535,6.08,6.12,3.79
"1925",0.61,"Ideal","F","VVS2",61.4,56,3248,5.44,5.49,3.36
"1926",0.9,"Ideal","I","SI2",62,56,3001,6.16,6.2,3.83
"1927",0.71,"Ideal","D","VS2",61.4,56,3234,5.74,5.79,3.54
"1928",0.73,"Ideal","D","VS2",61.4,56,3528,5.78,5.81,3.56
"1929",0.27,"Very Good","E","VVS2",59.4,64,567,4.16,4.19,2.48
"1930",0.76,"Premium","E","VS2",63,59,3107,5.79,5.76,3.64
"1931",0.73,"Ideal","G","VS1",60.8,56.4,3209,5.81,5.86,3.55
"1932",0.79,"Ideal","H","VS2",62.5,57,2844,5.91,5.93,3.7
"1933",0.9,"Very Good","E","SI2",63.4,56,3187,6.15,5.99,3.85
"1934",0.9,"Very Good","I","VS2",63.1,57,3473,6.12,6.09,3.85
"1935",1.01,"Good","I","SI1",58.4,64,3394,6.51,6.48,3.79
"1936",0.9,"Fair","G","SI1",65.4,57,3145,6.04,5.95,3.92
"1937",0.83,"Very Good","F","SI1",61.9,58,3322,5.97,6.01,3.71
"1938",0.71,"Very Good","E","VS1",63.3,59,3064,5.64,5.68,3.58
"1939",0.7,"Premium","F","VVS2",61,57,2932,5.8,5.71,3.51
"1940",1.13,"Ideal","F","I1",62.2,55,3607,6.68,6.63,4.14
"1941",0.77,"Ideal","E","VS2",61,56,3303,5.91,5.96,3.62
"1942",1,"Premium","E","I1",62.3,58,3136,6.38,6.33,3.96
"1943",0.7,"Good","E","VS2",64.1,59,2777,5.64,5.59,3.6
"1944",0.82,"Premium","E","VS2",62.6,60,3577,5.97,5.91,3.72
"1945",0.64,"Ideal","G","IF",61.7,58,2960,5.52,5.56,3.42
"1946",0.7,"Good","F","VS1",59.1,62,2877,5.82,5.86,3.44
"1947",0.73,"Ideal","D","VS2",62.7,53,3412,5.76,5.79,3.62
"1948",0.9,"Very Good","F","SI2",63.4,60,3465,6.06,6.09,3.85
"1949",0.91,"Good","H","SI1",63.7,60,3229,6.16,6.09,3.9
"1950",0.82,"Ideal","F","VS2",61.9,57,3453,5.99,5.96,3.7
"1951",1.12,"Premium","I","SI2",61.2,58,3669,6.72,6.68,4.1
"1952",0.9,"Good","I","VS1",63.3,59,3644,6.06,6.1,3.85
"1953",0.9,"Very Good","G","SI2",62.6,60,3593,6.1,6.16,3.84
"1954",0.32,"Very Good","E","VS2",60.5,58,561,4.4,4.42,2.67
"1955",0.31,"Ideal","D","SI1",61.3,56,565,4.36,4.41,2.69
"1956",0.7,"Ideal","G","VS1",61.4,59,2780,5.64,5.73,3.49
"1957",0.78,"Very Good","D","VS2",58.5,56,3298,6.08,6.12,3.57
"1958",0.9,"Good","H","SI2",63.1,60,3024,6.09,6.14,3.86
"1959",0.79,"Ideal","D","SI1",61.5,56,2846,5.96,5.91,3.65
"1960",0.9,"Good","G","SI1",64.2,58,3307,6.01,6.04,3.87
"1961",0.74,"Very Good","H","VVS2",60.5,60,2921,5.79,5.81,3.51
"1962",0.72,"Ideal","D","SI1",61.9,55,2903,5.78,5.75,3.57
"1963",0.81,"Ideal","F","SI2",62.1,56,3303,5.95,6,3.71
"1964",1.02,"Fair","H","I1",61.5,60,2999,6.4,6.34,3.92
"1965",0.9,"Good","F","SI2",63.1,57,3267,6.11,6.18,3.88
"1966",0.68,"Very Good","F","VVS2",57.3,60,3112,5.83,5.89,3.36
"1967",0.78,"Very Good","I","VVS2",61.4,56,2816,5.91,5.95,3.64
"1968",0.92,"Fair","F","SI2",65.1,58,3282,6.12,6.07,3.97
"1969",0.61,"Ideal","E","VVS1",62.2,56,3084,5.43,5.47,3.39
"1970",0.77,"Premium","D","SI1",59.5,60,2939,6.01,5.95,3.56
"1971",0.7,"Ideal","G","VS1",60.9,56,2995,5.76,5.8,3.52
"1972",0.7,"Premium","D","VS2",58,62,2773,5.87,5.78,3.38
"1973",0.82,"Ideal","I","SI1",61.8,55,2959,6,6.03,3.72
"1974",0.8,"Good","F","VS2",63.2,55,3429,5.88,5.9,3.72
"1975",0.77,"Ideal","D","SI1",60.8,57,3309,5.9,5.94,3.6
"1976",0.32,"Ideal","F","SI2",61.7,56,561,4.41,4.44,2.73
"1977",0.72,"Ideal","E","VS2",60.9,56,3301,5.81,5.84,3.55
"1978",1,"Premium","H","SI2",59.1,62,3640,6.5,6.47,3.83
"1979",0.73,"Very Good","E","SI1",63.2,58,2821,5.76,5.7,3.62
"1980",0.71,"Ideal","F","VS1",60.4,57,3284,5.78,5.81,3.5
"1981",0.76,"Very Good","G","VVS2",61.5,59,3394,5.83,5.91,3.61
"1982",0.31,"Very Good","G","SI1",63.3,57,553,4.33,4.3,2.73
"1983",0.9,"Premium","I","VS2",61.6,58,3478,6.15,6.09,3.77
"1984",0.78,"Premium","D","SI1",61.8,59,3103,5.93,5.88,3.65
"1985",0.8,"Ideal","H","VS2",62.8,57,2834,5.91,5.87,3.7
"1986",0.79,"Ideal","E","VS2",61.8,56,3605,5.91,5.94,3.66
"1987",0.72,"Ideal","G","VS1",61.7,56,3478,5.75,5.78,3.56
"1988",0.84,"Very Good","E","SI1",63.4,55,2813,6,5.95,3.79
"1989",0.62,"Ideal","G","IF",61.8,56,3310,5.45,5.48,3.38
"1990",0.7,"Ideal","E","SI1",61.6,57,2846,5.71,5.76,3.53
"1991",0.72,"Ideal","F","VS1",62.4,55,3105,5.78,5.75,3.6
"1992",0.32,"Premium","E","SI1",62.3,58,561,4.37,4.4,2.73
"1993",0.61,"Ideal","E","VVS2",62,54,3011,5.43,5.47,3.38
"1994",0.74,"Ideal","F","VVS2",61.5,54,3101,5.84,5.86,3.6
"1995",0.33,"Ideal","G","SI2",62.9,55,557,4.46,4.41,2.79
"1996",0.7,"Ideal","E","VS2",62,57,3093,5.68,5.71,3.53
"1997",0.9,"Ideal","I","SI1",60.8,57,3308,6.22,6.25,3.79
"1998",0.73,"Ideal","G","VVS1",61.3,56,3667,5.79,5.82,3.56
"1999",0.96,"Fair","E","SI2",65.6,58,3533,6.11,6.15,4.02
"2000",0.9,"Very Good","H","SI2",59.6,59,3250,6.38,6.24,3.76
"2001",1.14,"Good","I","SI2",60,65,3735,6.8,6.75,4.06
"2002",0.71,"Ideal","E","VS2",62,55,3421,5.72,5.77,3.56
"2003",0.81,"Premium","F","SI1",61.2,56,2926,6.03,6,3.68
"2004",0.7,"Ideal","E","VS2",60.7,58,2762,5.73,5.76,3.49
"2005",0.92,"Premium","H","SI1",62,60,3618,6.21,6.27,3.87
"2006",0.84,"Premium","F","SI2",62.3,59,2863,6.06,6.01,3.76
"2007",0.7,"Ideal","E","VS2",61.9,58,2952,5.7,5.73,3.54
"2008",0.7,"Good","F","VS1",63.8,58,2919,5.61,5.58,3.57
"2009",0.81,"Very Good","F","SI2",62.7,58,2942,5.92,5.95,3.72
"2010",0.71,"Ideal","F","VS1",62.1,55,2839,5.82,5.68,3.57
"2011",0.7,"Very Good","F","VVS2",61.6,63,3275,5.65,5.69,3.49
"2012",0.7,"Ideal","G","VS1",60.8,56,3300,5.73,5.8,3.51
"2013",0.72,"Ideal","I","VS2",61.4,56,3391,5.77,5.83,3.56
"2014",0.7,"Premium","F","VS2",61.7,58,2838,5.69,5.63,3.49
"2015",0.3,"Very Good","G","VS1",60.2,62,565,4.3,4.31,2.59
"2016",0.71,"Ideal","F","VS2",61.2,56,2917,5.77,5.73,3.52
"2017",0.82,"Premium","E","VS2",59.7,61,3697,6.08,6.04,3.62
"2018",0.7,"Premium","G","VVS2",60.2,61,2999,5.74,5.66,3.43
"2019",0.76,"Good","D","VS2",63.5,55,3443,5.81,5.85,3.7
"2020",0.71,"Ideal","F","VS1",62.7,57,3041,5.66,5.7,3.56
"2021",0.8,"Ideal","E","SI1",62,57,3297,5.97,5.94,3.69
"2022",0.9,"Good","F","SI2",63.1,58,3519,6.11,6.13,3.86
"2023",0.72,"Ideal","E","VS2",60.6,57,3145,5.85,5.83,3.54
"2024",0.71,"Ideal","F","SI1",61.2,55,3421,5.76,5.8,3.54
"2025",0.8,"Premium","E","VS2",63,56,3494,5.91,5.84,3.7
"2026",0.9,"Very Good","D","SI2",63,58,3534,6.12,6.16,3.87
"2027",0.72,"Ideal","G","VVS2",61.3,56,3352,5.76,5.8,3.54
"2028",0.76,"Ideal","H","SI1",61.4,55,3050,5.82,5.9,3.6
"2029",0.72,"Ideal","H","VVS1",62.5,57,2946,5.7,5.73,3.57
"2030",0.82,"Very Good","E","SI1",63.1,58,3282,5.95,6,3.77
"2031",0.72,"Ideal","G","VS1",61.3,56,3102,5.77,5.82,3.55
"2032",0.7,"Very Good","F","VS2",61.7,63,2762,5.64,5.61,3.47
"2033",0.8,"Premium","F","SI2",61,57,2797,6.03,6.01,3.67
"2034",0.93,"Premium","G","SI2",60.8,59,3594,6.35,6.28,3.84
"2035",0.91,"Premium","H","SI1",61.4,56,2763,6.09,5.97,3.7
"2036",0.92,"Ideal","I","SI1",62.1,55,3610,6.24,6.29,3.89
"2037",0.83,"Premium","D","SI2",62.7,56,3078,6.01,5.98,3.76
"2038",0.7,"Ideal","E","VS2",60.8,56,3504,5.74,5.78,3.5
"2039",0.7,"Premium","F","VVS2",62.2,56,3018,5.72,5.63,3.53
"2040",0.4,"Good","H","SI2",63.8,57,561,4.67,4.7,2.99
"2041",0.76,"Ideal","F","VVS2",60.9,57,3716,5.89,5.96,3.61
"2042",0.7,"Good","E","SI1",63.5,59,2812,5.49,5.53,3.5
"2043",0.71,"Ideal","H","VVS2",61.7,57,3371,5.68,5.73,3.53
"2044",0.32,"Very Good","H","VS1",63,57,561,4.37,4.39,2.76
"2045",1.23,"Premium","F","I1",60.8,59,3375,6.96,6.91,4.22
"2046",0.7,"Ideal","F","VS1",61,58,3162,5.74,5.76,3.51
"2047",0.6,"Very Good","G","IF",61.6,56,2800,5.43,5.46,3.35
"2048",0.24,"Premium","E","VVS1",60.7,58,553,4.01,4.03,2.44
"2049",0.75,"Good","D","SI1",63.6,58,3024,5.77,5.65,3.63
"2050",0.71,"Ideal","G","SI1",60.5,56,2776,5.8,5.76,3.5
"2051",0.58,"Ideal","F","VVS1",61.7,55,3090,5.36,5.39,3.31
"2052",0.71,"Premium","F","VS1",60.1,62,2790,5.77,5.74,3.46
"2053",1,"Ideal","F","SI2",61.1,54,3674,6.51,6.47,3.97
"2054",0.3,"Ideal","F","VS2",62.4,57,565,4.29,4.33,2.69
"2055",0.73,"Ideal","F","VS2",62.6,56,2762,5.77,5.74,3.6
"2056",0.83,"Good","E","SI1",63.7,59,3250,5.95,5.89,3.77
"2057",0.9,"Fair","H","SI2",65,61,2883,6.01,5.96,3.89
"2058",0.77,"Good","F","VS1",59.3,56,3393,5.98,6.03,3.56
"2059",0.71,"Ideal","G","VS1",61,56,3251,5.77,5.8,3.53
"2060",0.71,"Premium","D","VS2",60.4,62,2858,5.74,5.72,3.46
"2061",0.71,"Premium","D","VS2",61.2,59,2874,5.69,5.74,3.5
"2062",0.9,"Good","I","VS2",62.4,65,3107,6.12,6.09,3.81
"2063",0.91,"Very Good","J","VS2",62.6,55,3299,6.17,6.19,3.87
"2064",0.74,"Very Good","E","SI1",61.3,58,3009,5.8,5.84,3.57
"2065",0.71,"Ideal","G","VS2",61.8,56,3299,5.72,5.75,3.55
"2066",0.97,"Premium","D","SI2",60.4,61,3585,6.4,6.37,3.86
"2067",0.83,"Ideal","H","VS2",61.6,55,3171,6.04,6.08,3.73
"2068",0.9,"Ideal","I","SI1",62.3,57,3455,6.12,6.15,3.82
"2069",1.28,"Ideal","H","I1",61.9,56,3355,6.95,6.91,4.29
"2070",0.8,"Very Good","F","SI1",63.1,58,3093,5.89,5.93,3.73
"2071",0.33,"Good","D","SI1",63.1,55,567,4.38,4.4,2.77
"2072",0.71,"Premium","D","SI1",60.6,58,2863,5.79,5.77,3.5
"2073",0.83,"Very Good","F","VS1",63.3,56,3603,5.99,5.92,3.77
"2074",0.3,"Premium","E","VS2",61.7,60,570,4.28,4.31,2.65
"2075",0.9,"Fair","I","VS2",64.1,66,2921,6.04,5.98,3.85
"2076",0.3,"Ideal","I","SI2",61,59,405,4.3,4.33,2.63
"2077",0.91,"Very Good","G","SI1",63.5,61,3710,6.1,6.05,3.86
"2078",1.02,"Good","H","SI2",64.3,60,3713,6.36,6.25,4.06
"2079",1.03,"Ideal","H","SI2",60.8,56,3634,6.56,6.47,3.96
"2080",0.72,"Ideal","G","VVS1",61.7,55,3326,5.8,5.77,3.57
"2081",0.91,"Premium","E","SI2",61.1,59,3703,6.2,6.24,3.8
"2082",0.71,"Ideal","E","VS1",61.9,54,3212,5.74,5.76,3.56
"2083",0.9,"Good","E","SI1",63.8,56,3449,6.17,6.09,3.91
"2084",0.77,"Ideal","H","SI1",62.4,56,2875,5.84,5.9,3.66
"2085",0.7,"Ideal","G","VVS2",62.1,56,2858,5.63,5.71,3.52
"2086",0.92,"Premium","H","SI2",60.4,59,3174,6.36,6.33,3.83
"2087",0.79,"Premium","H","VS1",60,60,2862,6.07,5.99,3.64
"2088",0.71,"Very Good","D","VS2",60.3,62,3131,5.69,5.76,3.45
"2089",1,"Fair","E","SI2",66.6,59,3136,6.07,6.01,4.02
"2090",0.9,"Premium","H","SI2",62.1,59,3326,6.13,6.04,3.78
